Record Date,Security Type Description,Security Class Description,Securities Sold Count,Gross Sales Amount,Returned Sales Amount,Net Sales Amount,Transactions Month,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2007-09-30,Savings Bond,I,28067,9065974.41,108225.74,8957748.67,200709,2,2007,4,2007,3,09,30
2007-09-30,Marketable,Bill,32192,1412939000.00,6317000.00,1406622000.00,200709,3,2007,4,2007,3,09,30
2007-09-30,Marketable,Note,94,3137000.00,1177000.00,1960000.00,200709,4,2007,4,2007,3,09,30
2007-08-31,Savings Bond,EE,18657,2091100.53,82230.00,2008870.53,200708,1,2007,4,2007,3,08,31
2007-08-31,Savings Bond,I,31183,9830316.70,186955.00,9643361.70,200708,2,2007,4,2007,3,08,31
2007-08-31,Marketable,Bill,46954,2291211000.00,12627000.00,2278584000.00,200708,3,2007,4,2007,3,08,31
2007-08-31,Marketable,Bond,90,1575000.00,54000.00,1521000.00,200708,4,2007,4,2007,3,08,31
2007-08-31,Marketable,Note,1236,30456000.00,527000.00,29929000.00,200708,5,2007,4,2007,3,08,31
2007-07-31,Savings Bond,EE,18725,1873957.30,16204.50,1857752.80,200707,1,2007,4,2007,3,07,31
2007-07-31,Savings Bond,I,32137,9758221.02,177153.00,9581068.02,200707,2,2007,4,2007,3,07,31
2007-07-31,Marketable,Bill,38585,1754790000.00,5939000.00,1748851000.00,200707,3,2007,4,2007,3,07,31
2007-07-31,Marketable,Note,2390,50941000.00,252000.00,50689000.00,200707,4,2007,4,2007,3,07,31
2007-07-31,Marketable,TIPS,346,5795000.00,0.00,5795000.00,200707,5,2007,4,2007,3,07,31
2007-06-30,Savings Bond,EE,18156,1950124.11,21130.00,1928994.11,200706,1,2007,3,2007,2,06,30
2007-06-30,Savings Bond,I,31309,10650411.61,351260.00,10299151.61,200706,2,2007,3,2007,2,06,30
2007-06-30,Marketable,Bill,38384,1593869000.00,18062000.00,1575807000.00,200706,3,2007,3,2007,2,06,30
2007-06-30,Marketable,Note,140,3932000.00,291000.00,3641000.00,200706,4,2007,3,2007,2,06,30
2007-05-31,Savings Bond,EE,18618,2166785.25,97260.50,2069524.75,200705,1,2007,3,2007,2,05,31
2007-05-31,Savings Bond,I,32658,13769052.93,341435.00,13427617.93,200705,2,2007,3,2007,2,05,31
2007-05-31,Marketable,Bill,51468,2264732000.00,13980000.00,2250752000.00,200705,3,2007,3,2007,2,05,31
2007-05-31,Marketable,Bond,70,759000.00,7000.00,752000.00,200705,4,2007,3,2007,2,05,31
2007-05-31,Marketable,Note,1599,35887000.00,366000.00,35521000.00,200705,5,2007,3,2007,2,05,31
2007-04-30,Savings Bond,EE,19424,2372095.14,18580.00,2353515.14,200704,1,2007,3,2007,2,04,30
2007-04-30,Savings Bond,I,35503,20009014.11,336640.00,19672374.11,200704,2,2007,3,2007,2,04,30
2007-04-30,Marketable,Bill,41194,1796851000.00,9455000.00,1787396000.00,200704,3,2007,3,2007,2,04,30
2007-04-30,Marketable,Note,1970,43540000.00,267000.00,43273000.00,200704,4,2007,3,2007,2,04,30
2007-04-30,Marketable,TIPS,686,10899000.00,0.00,10899000.00,200704,5,2007,3,2007,2,04,30
2007-03-31,Savings Bond,EE,19608,2683399.43,16820.00,2666579.43,200703,1,2007,2,2007,1,03,31
2007-03-31,Savings Bond,I,36066,22557302.76,444474.98,22112827.78,200703,2,2007,2,2007,1,03,31
2007-03-31,Marketable,Bill,49445,2081778000.00,13356000.00,2068422000.00,200703,3,2007,2,2007,1,03,31
2007-03-31,Marketable,Note,67,982000.00,10000.00,972000.00,200703,4,2007,2,2007,1,03,31
2007-02-28,Savings Bond,EE,18685,2467181.70,104035.00,2363146.70,200702,1,2007,2,2007,1,02,28
2007-02-28,Savings Bond,I,34158,21415006.16,570660.00,20844346.16,200702,2,2007,2,2007,1,02,28
2007-02-28,Marketable,Bill,39796,1756810000.00,16268000.00,1740542000.00,200702,3,2007,2,2007,1,02,28
2007-02-28,Marketable,Bond,103,1917000.00,45000.00,1872000.00,200702,4,2007,2,2007,1,02,28
2007-02-28,Marketable,Note,1482,43301000.00,62000.00,43239000.00,200702,5,2007,2,2007,1,02,28
2007-01-31,Savings Bond,EE,20968,3178643.91,21815.00,3156828.91,200701,1,2007,2,2007,1,01,31
2007-01-31,Savings Bond,I,38222,47440464.33,686472.03,46753992.30,200701,2,2007,2,2007,1,01,31
2007-01-31,Marketable,Bill,37618,1628789000.00,15552000.00,1613237000.00,200701,3,2007,2,2007,1,01,31
2007-01-31,Marketable,Note,2022,57397000.00,232000.00,57165000.00,200701,4,2007,2,2007,1,01,31
2007-01-31,Marketable,TIPS,404,6321000.00,0.00,6321000.00,200701,5,2007,2,2007,1,01,31
2006-12-31,Savings Bond,EE,27907,3160043.26,15912.50,3144130.76,200612,1,2007,1,2006,4,12,31
2006-12-31,Savings Bond,I,42556,25958116.53,320132.00,25637984.53,200612,2,2007,1,2006,4,12,31
2006-12-31,Marketable,Bill,33913,1358276000.00,14192000.00,1344084000.00,200612,3,2007,1,2006,4,12,31
2006-12-31,Marketable,Note,61,772000.00,30000.00,742000.00,200612,4,2007,1,2006,4,12,31
2006-11-30,Savings Bond,EE,20808,2341632.40,40265.00,2301367.40,200611,1,2007,1,2006,4,11,30
2006-11-30,Savings Bond,I,38263,29271113.47,611150.55,28659962.92,200611,2,2007,1,2006,4,11,30
2006-11-30,Marketable,Bill,44898,1813944000.00,10950000.00,1802994000.00,200611,3,2007,1,2006,4,11,30
2006-11-30,Marketable,Note,1637,44989000.00,792000.00,44197000.00,200611,4,2007,1,2006,4,11,30
2006-10-31,Savings Bond,EE,21658,2508294.53,13574.50,2494720.03,200610,1,2007,1,2006,4,10,31
2006-10-31,Savings Bond,I,35371,15049922.38,139930.00,14909992.38,200610,2,2007,1,2006,4,10,31
2006-10-31,Marketable,Bill,34245,1308619000.00,5756000.00,1302863000.00,200610,3,2007,1,2006,4,10,31
2006-10-31,Marketable,Note,2100,45353000.00,216000.00,45137000.00,200610,4,2007,1,2006,4,10,31
2006-10-31,Marketable,TIPS,772,13337000.00,0.00,13337000.00,200610,5,2007,1,2006,4,10,31
2006-09-30,Savings Bond,EE,20215,2405733.79,63367.50,2342366.29,200609,1,2006,4,2006,3,09,30
2006-09-30,Savings Bond,I,33619,10526255.68,187385.00,10338870.68,200609,2,2006,4,2006,3,09,30
2006-09-30,Marketable,Bill,35251,1367064000.00,10850000.00,1356214000.00,200609,3,2006,4,2006,3,09,30
2006-09-30,Marketable,Note,71,1666000.00,226000.00,1440000.00,200609,4,2006,4,2006,3,09,30
2006-08-31,Savings Bond,EE,20471,2466814.61,80355.00,2386459.61,200608,1,2006,4,2006,3,08,31
2006-08-31,Savings Bond,I,35850,11422247.18,210645.01,11211602.17,200608,2,2006,4,2006,3,08,31
2006-08-31,Marketable,Bill,46120,1749297000.00,9793000.00,1739504000.00,200608,3,2006,4,2006,3,08,31
2006-08-31,Marketable,Bond,84,2400000.00,155000.00,2245000.00,200608,4,2006,4,2006,3,08,31
2006-08-31,Marketable,Note,1981,60754000.00,123000.00,60631000.00,200608,5,2006,4,2006,3,08,31
2006-07-31,Savings Bond,EE,21759,2379359.78,45017.50,2334342.28,200607,1,2006,4,2006,3,07,31
2006-07-31,Savings Bond,I,38438,14713654.68,247345.00,14466309.68,200607,2,2006,4,2006,3,07,31
2006-07-31,Marketable,Bill,37821,1480345000.00,8809000.00,1471536000.00,200607,3,2006,4,2006,3,07,31
2006-07-31,Marketable,Note,1433,34216000.00,326000.00,33890000.00,200607,4,2006,4,2006,3,07,31
2006-07-31,Marketable,TIPS,471,9337000.00,0.00,9337000.00,200607,5,2006,4,2006,3,07,31
2006-06-30,Savings Bond,EE,22247,2824622.30,33817.50,2790804.80,200606,1,2006,3,2006,2,06,30
2006-06-30,Savings Bond,I,41125,17153819.30,389635.51,16764183.79,200606,2,2006,3,2006,2,06,30
2006-06-30,Marketable,Bill,42309,1563882000.00,10242000.00,1553640000.00,200606,3,2006,3,2006,2,06,30
2006-06-30,Marketable,Note,1596,52142000.00,563000.00,51579000.00,200606,4,2006,3,2006,2,06,30
2006-05-31,Savings Bond,EE,22417,3193580.29,86399.00,3107181.29,200605,1,2006,3,2006,2,05,31
2006-05-31,Savings Bond,I,49122,33860779.52,1539404.29,32321375.23,200605,2,2006,3,2006,2,05,31
2006-05-31,Marketable,Bill,33469,1275337000.00,12246000.00,1263091000.00,200605,3,2006,3,2006,2,05,31
2006-05-31,Marketable,Note,2955,72855000.00,2039000.00,70816000.00,200605,4,2006,3,2006,2,05,31
2006-04-30,Savings Bond,EE,18219,2283161.67,22245.00,2260916.67,200604,1,2006,3,2006,2,04,30
2006-04-30,Savings Bond,I,63346,97602720.11,3394801.91,94207918.20,200604,2,2006,3,2006,2,04,30
2006-04-30,Marketable,Bill,28770,1071034000.00,9446000.00,1061588000.00,200604,3,2006,3,2006,2,04,30
2006-04-30,Marketable,TIPS,1280,17409000.00,0.00,17409000.00,200604,4,2006,3,2006,2,04,30
2006-03-31,Savings Bond,EE,20754,2719686.64,96567.50,2623119.14,200603,1,2006,2,2006,1,03,31
2006-03-31,Savings Bond,I,73850,145082652.11,5844855.50,139237796.61,200603,2,2006,2,2006,1,03,31
2006-03-31,Marketable,Bill,32305,1261061000.00,22127000.00,1238934000.00,200603,3,2006,2,2006,1,03,31
2006-03-31,Marketable,Note,1292,28290000.00,252000.00,28038000.00,200603,4,2006,2,2006,1,03,31
2006-02-28,Savings Bond,EE,19200,2516044.68,90115.00,2425929.68,200602,1,2006,2,2006,1,02,28
2006-02-28,Savings Bond,I,69219,161109845.62,6737077.68,154372767.94,200602,2,2006,2,2006,1,02,28
2006-02-28,Marketable,Bill,21412,861453000.00,10756000.00,850697000.00,200602,3,2006,2,2006,1,02,28
2006-02-28,Marketable,Bond,111,1678000.00,70000.00,1608000.00,200602,4,2006,2,2006,1,02,28
2006-02-28,Marketable,Note,1469,35992000.00,100000.00,35892000.00,200602,5,2006,2,2006,1,02,28
2006-01-31,Savings Bond,EE,20932,4796225.85,130474.84,4665751.01,200601,1,2006,2,2006,1,01,31
2006-01-31,Savings Bond,I,83620,334008138.76,12436971.47,321571167.29,200601,2,2006,2,2006,1,01,31
2006-01-31,Marketable,Bill,15411,597631000.00,412000.00,597219000.00,200601,3,2006,2,2006,1,01,31
2006-01-31,Marketable,Note,1535,41927000.00,555000.00,41372000.00,200601,4,2006,2,2006,1,01,31
2006-01-31,Marketable,TIPS,412,5997000.00,0.00,5997000.00,200601,5,2006,2,2006,1,01,31
2005-12-31,Savings Bond,EE,30365,3390082.37,95062.50,3295019.87,200512,1,2006,1,2005,4,12,31
2005-12-31,Savings Bond,I,85079,266287926.18,13394162.75,252893763.43,200512,2,2006,1,2005,4,12,31
2005-12-31,Marketable,Bill,14283,548536000.00,0.00,548536000.00,200512,3,2006,1,2005,4,12,31
2005-12-31,Marketable,Note,193,3831000.00,0.00,3831000.00,200512,4,2006,1,2005,4,12,31
2005-11-30,Savings Bond,EE,22001,2823233.78,61316.00,2761917.78,200511,1,2006,1,2005,4,11,30
2005-11-30,Savings Bond,I,85210,342064022.96,20923531.97,321140490.99,200511,2,2006,1,2005,4,11,30
2005-11-30,Marketable,Bill,9716,336089000.00,0.00,336089000.00,200511,3,2006,1,2005,4,11,30
2005-11-30,Marketable,Note,714,14820000.00,0.00,14820000.00,200511,4,2006,1,2005,4,11,30
2005-10-31,Savings Bond,EE,21523,3871933.68,1400730.00,2471203.68,200510,1,2006,1,2005,4,10,31
2005-10-31,Savings Bond,I,56911,150171478.37,6498730.38,143672747.99,200510,2,2006,1,2005,4,10,31
2005-10-31,Marketable,Bill,3523,111130000.00,0.00,111130000.00,200510,3,2006,1,2005,4,10,31
2005-10-31,Marketable,Note,227,6751000.00,0.00,6751000.00,200510,4,2006,1,2005,4,10,31
2005-10-31,Marketable,TIPS,337,5403000.00,0.00,5403000.00,200510,5,2006,1,2005,4,10,31
2005-09-30,Savings Bond,EE,21613,2921308.26,109725.00,2811583.26,200509,1,2005,4,2005,3,09,30
2005-09-30,Savings Bond,I,44894,41023056.14,1563846.90,39459209.24,200509,2,2005,4,2005,3,09,30
2005-08-31,Savings Bond,EE,22543,3141023.44,141172.50,2999850.94,200508,1,2005,4,2005,3,08,31
2005-08-31,Savings Bond,I,48588,55445536.07,2197393.10,53248142.97,200508,2,2005,4,2005,3,08,31
2005-07-31,Savings Bond,EE,21068,2913807.37,98915.00,2814892.37,200507,1,2005,4,2005,3,07,31
2005-07-31,Savings Bond,I,45536,56907511.17,2483784.43,54423726.74,200507,2,2005,4,2005,3,07,31
2005-06-30,Savings Bond,EE,21901,3319569.87,208293.50,3111276.37,200506,1,2005,3,2005,2,06,30
2005-06-30,Savings Bond,I,47871,74252920.21,3351632.57,70901287.64,200506,2,2005,3,2005,2,06,30
2005-05-31,Savings Bond,EE,23546,4641929.26,705945.98,3935983.28,200505,1,2005,3,2005,2,05,31
2005-05-31,Savings Bond,I,55216,125718121.56,3524016.98,122194104.58,200505,2,2005,3,2005,2,05,31
2005-04-30,Savings Bond,EE,27046,26528780.74,1116035.53,25412745.21,200504,1,2005,3,2005,2,04,30
2005-04-30,Savings Bond,I,36637,27582013.71,509095.00,27072918.71,200504,2,2005,3,2005,2,04,30
2005-03-31,Savings Bond,EE,23827,8142628.11,329073.53,7813554.58,200503,1,2005,2,2005,1,03,31
2005-03-31,Savings Bond,I,36739,33636534.60,1404084.00,32232450.60,200503,2,2005,2,2005,1,03,31
2005-02-28,Savings Bond,EE,21205,8180240.10,282354.50,7897885.60,200502,1,2005,2,2005,1,02,28
2005-02-28,Savings Bond,I,34732,40121601.27,1344365.00,38777236.27,200502,2,2005,2,2005,1,02,28
2005-01-31,Savings Bond,EE,24148,21689179.23,627702.23,21061477.00,200501,1,2005,2,2005,1,01,31
2005-01-31,Savings Bond,I,39566,88617489.23,2026129.00,86591360.23,200501,2,2005,2,2005,1,01,31
2004-12-31,Savings Bond,EE,33885,12888776.18,909437.50,11979338.68,200412,1,2005,1,2004,4,12,31
2004-12-31,Savings Bond,I,39926,70429576.20,3049515.00,67380061.20,200412,2,2005,1,2004,4,12,31
2004-11-30,Savings Bond,EE,26297,12621565.70,250033.50,12371532.20,200411,1,2005,1,2004,4,11,30
2004-11-30,Savings Bond,I,38883,73224250.55,2546554.26,70677696.29,200411,2,2005,1,2004,4,11,30
2004-10-31,Savings Bond,EE,19578,4964929.85,158975.00,4805954.85,200410,1,2005,1,2004,4,10,31
2004-10-31,Savings Bond,I,30375,25936409.97,741585.00,25194824.97,200410,2,2005,1,2004,4,10,31
2004-09-30,Savings Bond,EE,19255,5049735.98,161370.00,4888365.98,200409,1,2004,4,2004,3,09,30
2004-09-30,Savings Bond,I,30776,28173627.06,965820.00,27207807.06,200409,2,2004,4,2004,3,09,30
2004-08-31,Savings Bond,EE,20278,6132136.58,168307.50,5963829.08,200408,1,2004,4,2004,3,08,31
2004-08-31,Savings Bond,I,32330,35116835.12,1412284.00,33704551.12,200408,2,2004,4,2004,3,08,31
2004-07-31,Savings Bond,EE,19714,7347267.93,295640.00,7051627.93,200407,1,2004,4,2004,3,07,31
2004-07-31,Savings Bond,I,31595,36133114.25,1103638.45,35029475.80,200407,2,2004,4,2004,3,07,31
2004-06-30,Savings Bond,EE,20439,8371199.96,257930.00,8113269.96,200406,1,2004,3,2004,2,06,30
2004-06-30,Savings Bond,I,33094,45147657.55,1626001.00,43521656.55,200406,2,2004,3,2004,2,06,30
2004-05-31,Savings Bond,EE,19159,9901964.23,199617.50,9702346.73,200405,1,2004,3,2004,2,05,31
2004-05-31,Savings Bond,I,31097,64586405.52,1844575.00,62741830.52,200405,2,2004,3,2004,2,05,31
2004-04-30,Savings Bond,EE,21912,9620564.56,221135.96,9399428.60,200404,1,2004,3,2004,2,04,30
2004-04-30,Savings Bond,I,23081,19916964.31,607324.00,19309640.31,200404,2,2004,3,2004,2,04,30
2004-03-31,Savings Bond,EE,22336,11667879.77,372305.85,11295573.92,200403,1,2004,2,2004,1,03,31
2004-03-31,Savings Bond,I,23543,26235824.42,727605.00,25508219.42,200403,2,2004,2,2004,1,03,31
2004-02-29,Savings Bond,EE,18661,12895255.53,355711.30,12539544.23,200402,1,2004,2,2004,1,02,29
2004-02-29,Savings Bond,I,19791,22907266.95,386725.00,22520541.95,200402,2,2004,2,2004,1,02,29
2004-01-31,Savings Bond,EE,19071,22423901.74,857232.61,21566669.13,200401,1,2004,2,2004,1,01,31
2004-01-31,Savings Bond,I,21251,47932042.17,1958354.00,45973688.17,200401,2,2004,2,2004,1,01,31
2003-12-31,Savings Bond,EE,15860,13186982.17,716947.65,12470034.52,200312,1,2004,1,2003,4,12,31
2003-12-31,Savings Bond,I,20295,31921218.41,1336285.36,30584933.05,200312,2,2004,1,2003,4,12,31
2003-11-30,Savings Bond,EE,9466,8104998.64,460050.00,7644948.64,200311,1,2004,1,2003,4,11,30
2003-11-30,Savings Bond,I,20103,41416205.28,5054405.92,36361799.36,200311,2,2004,1,2003,4,11,30
2003-10-31,Savings Bond,EE,6848,6089735.53,733315.00,5356420.53,200310,1,2004,1,2003,4,10,31
2003-10-31,Savings Bond,I,42965,240445590.28,14929957.48,225515632.80,200310,2,2004,1,2003,4,10,31
2003-09-30,Savings Bond,EE,5326,3683997.84,357212.50,3326785.34,200309,1,2003,4,2003,3,09,30
2003-09-30,Savings Bond,I,26940,118273570.15,6904658.00,111368912.15,200309,2,2003,4,2003,3,09,30
2003-08-31,Savings Bond,EE,4411,3652215.76,225262.50,3426953.26,200308,1,2003,4,2003,3,08,31
2003-08-31,Savings Bond,I,22797,98476272.76,6318532.32,92157740.44,200308,2,2003,4,2003,3,08,31
2003-07-31,Savings Bond,EE,2940,3760933.22,110400.00,3650533.22,200307,1,2003,4,2003,3,07,31
2003-07-31,Savings Bond,I,16293,69090667.58,4239880.00,64850787.58,200307,2,2003,4,2003,3,07,31
2003-06-30,Savings Bond,EE,2314,2706014.83,175100.00,2530914.83,200306,1,2003,3,2003,2,06,30
2003-06-30,Savings Bond,I,11790,44918232.58,2227088.83,42691143.75,200306,2,2003,3,2003,2,06,30
2003-05-31,Savings Bond,EE,1838,2550060.82,0.00,2550060.82,200305,1,2003,3,2003,2,05,31
2003-05-31,Savings Bond,I,11486,44931009.20,0.00,44931009.20,200305,2,2003,3,2003,2,05,31
2003-04-30,Savings Bond,I,7948,45873430.35,0.00,45873430.35,200304,1,2003,3,2003,2,04,30
2003-03-31,Savings Bond,I,5282,16071601.67,0.00,16071601.67,200303,1,2003,2,2003,1,03,31
2003-02-28,Savings Bond,I,4160,13953873.19,0.00,13953873.19,200302,1,2003,2,2003,1,02,28
2003-01-31,Savings Bond,I,4910,24563629.29,0.00,24563629.29,200301,1,2003,2,2003,1,01,31
2002-12-31,Savings Bond,I,2933,13653211.24,0.00,13653211.24,200212,1,2003,1,2002,4,12,31
2002-11-30,Savings Bond,I,1900,6770151.85,0.00,6770151.85,200211,1,2003,1,2002,4,11,30
2002-10-31,Savings Bond,I,359,405958.97,0.00,405958.97,200210,1,2003,1,2002,4,10,31
2002-09-30,Savings Bond,I,57,3318.41,0.00,3318.41,200209,1,2002,4,2002,3,09,30
2002-08-31,Savings Bond,I,57,2431.81,0.00,2431.81,200208,1,2002,4,2002,3,08,31
2002-07-31,Savings Bond,I,39,2059.50,0.00,2059.50,200207,1,2002,4,2002,3,07,31
2002-06-30,Savings Bond,I,32,1517.50,0.00,1517.50,200206,1,2002,3,2002,2,06,30
2002-05-31,Savings Bond,I,38,1830.04,0.00,1830.04,200205,1,2002,3,2002,2,05,31
2002-04-30,Savings Bond,I,36,10310.87,0.00,10310.87,200204,1,2002,3,2002,2,04,30
2002-03-31,Savings Bond,I,9,294.01,0.00,294.01,200203,1,2002,2,2002,1,03,31
2002-02-28,Savings Bond,I,9,456.62,0.00,456.62,200202,1,2002,2,2002,1,02,28
2002-01-31,Savings Bond,I,18,597.38,0.00,597.38,200201,1,2002,2,2002,1,01,31
2001-12-31,Savings Bond,I,5,280.45,0.00,280.45,200112,1,2002,1,2001,4,12,31
2001-11-30,Savings Bond,I,22,1083.40,0.00,1083.40,200111,1,2002,1,2001,4,11,30
2001-10-31,Savings Bond,I,16,498.61,0.00,498.61,200110,1,2002,1,2001,4,10,31
